title,description,category
Teaching Literature in the 21st century: a didactic proposal to work on Gustavo Adolfo Bécquer´s rhymes in 4th year compulsory secondary education (cse),"La enseñanza de la literatura en la actualidad requiere una actualización en sus planteamientos metodológicos, dejando de prestar tanta atención al autor y a los contenidos teóricos para pasar a dar mayor protagonismo al lector, al alumno. Este trabajo realizará un recorrido por los diferentes enfoques didácticos que se han empleado a lo largo de la historia en la enseñanza de la literatura, prestando una especial atención a la teoría de la recepción. A continuación, se analizará la pertinencia de emplear Literatura Clásica y juvenil en el aula de Literatura y de las adaptaciones literarias y lecturas fragmentadas. Finalmente, se presentará una propuesta didáctica que recogerá todos los planteamientos teóricos expuestos a lo largo del trabajo con el objetivo de conseguir la motivación de los alumnos y fomentar el gusto por la lectura.",Ciencia
An Approach to the French Radical Enlightenment: the Cases of D'Holbach and Diderot,"El presente proyecto estudia el principal foco de la Ilustración radical francesa, en concreto el pensamiento del barón Paul Henri Thiry D'Holbach y Denis Diderot, para analizar el surgimiento de la corriente filosófica que crearon y que recientemente ha sido objeto de atención y debate dentro del ámbito académico. Partiendo de una epistemología empirista y de una ontología fuertemente materialista, y sirviéndose del salón del barón para contrastar y difundir sus ideas, desarrollaron un corpus intelectual cuyo objetivo pasaba por reconstruir la sociedad basándose en criterios tales como la razón, la justicia y la igualdad. El resultado fue una nueva moral universalista, acorde con la naturaleza humana y con la persecución de la felicidad del individuo, que, a pesar de revalorizar las pasiones, las supeditaba a la consecución del bien común.",Humanidades
"Síntesis de los aspectos más importantes del Máster en Profesorado de Educación Secundaria Obligatoria, Bachillerato, Formación Profesional, Enseñanza de Idiomas, Artísticas y Deportivas",En el siguiente trabajo se expone un juicio crítico y subjetivo sobre la adquisición de las competencias correpondientes al Máster de formación en profesorado. This project gives a subjetctive opinion about how the Master´s competences have been achieved.,Artes
Effect of the slaughter season in  the composition of beef meat produced in mountain systems,"Este estudio pretende aportar información sobre la composición nutricional de la carne de vacuno del Pirineo, basada en el uso de una raza autóctona como la raza Pirenaica y el aprovechamiento de recursos forrajeros locales, evaluando la posibilidad de que la misma pueda ser comercializada como “más saludable” frente a otro tipo de carne procedente de otros sistemas productivos. Para ello, se estudió el efecto de la pieza cárnica comercial (Lomo, Contra y Pecho-Falda) y de la época de sacrificio (junio-julio y enero) en la composición química, los minerales y el perfil de ácidos grasos tanto de la carne cruda como de la carne cocinada. Además, se evaluó la calidad sensorial de la carne del Lomo y de la Contra, proveniente de las dos épocas de sacrificio y en dos tiempos de maduración al vacío (7 vs 21 días), con un panel de 90 consumidores españoles. Se utilizaron muestras de carne de 17 terneros machos enteros de raza Pirenaica, de 13 meses de edad al sacrificio, criados con distintos sistemas de alimentación según la época de sacrificio: Junio-Julio, con una dieta de acabado basada en concentrado convencional y paja, y Enero, donde se utilizó una dieta de acabado basada en concentrado ecológico y mayor proporción de pasto y forrajes verdes. Los resultados mostraron que la época de sacrificio tuvo un efecto significativo sobre el peso de la canal y el pH medido a las 48 horas tras el sacrificio en el Lomo, siendo ambos superiores en los terneros sacrificados en Junio/Julio, aunque con valores dentro de la normalidad. Por otra parte, la conformación y el engrasamiento se mantuvieron sin cambios (P>0.05) respecto a la época de sacrificio. Tanto en carne cruda como cocinada, no se observaron diferencias en el porcentaje de grasa entre las dos épocas de sacrificio. Sin embargo, la época Junio/Julio presentó un mayor porcentaje de proteína, y menor porcentaje de humedad y cenizas, respecto al sacrificio de invierno. El Pecho-Falda (PE) presentó los valores más altos en humedad, significativamente diferentes de los obtenidos para el Lomo (LO) y la Contra (CT) en la carne cruda, y superando sólo al LO en la carne cocinada. En contraste, la CT y el LO presentaron valores más altos en grasa en la carne cruda y sólo el LO presentó los valores más altos en la carne cocinada. Respecto al porcentaje de proteína, hubo diferencias significativas en la carne cruda según la pieza cárnica comercial, pero no en la carne cocinada. Los valores más altos se encontraron en el LO y los más bajos en el PE. Los resultados obtenidos de la composición de minerales tanto en la carne fresca como cocinada mostraron que los terneros sacrificados en Junio/Julio tuvieron un mayor contenido de Ca, K, P y Se, además del Na en la carne cocinada, y menor de Zn en la carne cruda, en comparación con los terneros sacrificados en Enero (P<0,05). Otros minerales (Fe, Mg y Na) se mantuvieron sin cambios (P>0,05) respecto a la época de sacrificio. El PE y la CT tuvieron los mayores contenidos de todos los minerales evaluados, mientras que los menores se obtuvieron en el LO tanto en la carne cruda como cocinada, exceptuando el contenido en Zn en la carne cocinada que fue superior en el LO. En la composición de ácidos grasos, los terneros procedentes de la época de sacrificio de Enero mantuvieron, en cierta medida, un perfil de ácidos grasos con características propias de animales de pasto. Presentaron el mayor porcentaje y contenido de ácidos grasos poliinsaturados (AGPI) n-3, de los cuales el ácido graso eicosapentaenoico, el ácido graso docosapentaenoico, y el docosahexaenoico fueron mayores tanto en porcentaje como en cantidad en la carne cruda. Estos animales de Enero también mostraron la mayor cantidad de AGPI (en mg/100g), y el ratio n-6/n-3 más favorable frente a la época de sacrificio de Junio/Julio. Sin embargo, presentaron la mayor cantidad y el mayor porcentaje de ácidos grasos saturados (AGS), y mayor cantidad de AGPI n-6. La carne cocinada de los terneros procedentes de Enero mantuvo en parte estas características frente a la de los terneros procedente de la época de sacrificio de Junio/Julio. En cuanto a las diferencias entre piezas cárnicas, el LO presentó los valores más altos de AGS (tanto en porcentaje como en cantidad) en la carne cruda y en la carne cocinada, frente a la CT y al PE. Estos últimos, a su vez, presentaron los valores más altos en AGPI, AGPI n-6, n-3, y las relaciones más favorables de n-6/n-3 y AGPI/AGS. Estos resultados se relacionan con el tipo metabólico de los músculos. En relación al estudio de consumidores, la CT fue la pieza cárnica mejor evaluada frente al LO, tanto en el sabor, terneza, como en la apreciación global en la época de Junio/Julio a 7 y 21 días de maduración. La época de Enero presentó una terneza más aceptable en el LO a los 7 días de maduración, aunque a 21 días de maduración ha mostrado un efecto positivo sobre el LO en todos los atributos estudiados (aceptabilidad general, terneza, y sabor). La carne de Junio/Julio tuvo una menor aceptación posiblemente derivada de una peor conservación por la mayor insaturación y menor ingesta de antioxidantes procedentes de forrajes. La maduración ejerce un claro efecto sobre la terneza, siendo la carne mejor valorada en terneza a los 21 que a los 7 días. Se concluye que el efecto de los forrajes asociado a la época de Enero permite producir una carne ''más saludable'' en relación al perfil de ácidos grasos, tanto cuando se comparan los valores de la carne cruda como de la carne cocinada. La Contra y el Pecho-Falda pueden ser un alternativa de mejor calidad nutricional al consumo de una pieza más cara, como el Lomo.<br />",Ciencia
Refugee of the Republic: humanitarian aid in the Spanish Civil War (1936-1939),"La Guerra Civil española es una de las grandes guerras de la historia contemporánea. La crisis humanitaria que generó el conflicto se vio respondida de forma muy eficaz por organismos no gubernamentales y también por los gobiernos para atender a sus refugiados. La población civil pasa a ser refugiada o asistente, especialmente las mujeres, que lucharán por mantener el frente desde la retaguardia. El bando republicano es el que realmente tiene una gran crisis de refugiados, además de forma cambiante. El avance de la guerra va empujando a la población hacia el Levante y Cataluña, y finalmente Francia, en donde las organizaciones continuaron con su labor.",Humanidades
Educating for a sustainable world,"Esta memoria recoge una propuesta docente con la que se he tratado de acercar la ciencia y la manera de trabajar de la ciencia al alumnado de diferentes cursos de Educación Secundaria. Los alumnos y alumnas, de esta manera, aprenden la importancia de dudar y cuestionar sobre todo lo que nos rodea, acudir a fuentes válidas de información, contrastar información, seleccionar la más relevante y plasmarla a través de un formato original para ellos, aunque habitual en círculos científicos. Todo ello a la vez que se aprende a trabajar en equipo, la importancia de la colaboración y del avance conjunto del grupo, valorar la diversidad como una riqueza y una oportunidad para el aprendizaje y la mejora de su competencia lingüística. Además, se ha realizado intentando integrar en la propuesta tanto el resultado de los aprendizajes recibidos en el máster, cómo los trasladaría al aula y las reflexiones de aquello que funcionó mejor y lo que no durante mi estancia y la de mis compañeros del máster en los centros educativos.En definitiva, esta propuesta recoge el resultado de los aprendizajes de este máster y de las observaciones realizadas durante el practicum en relación con la manera de trabajar los alumnos y alumnas entre sí y el modo de buscar su motivación y el interés por aprender.",Ciencia
The Second World War in classroom through the movies,En este TFM se muestran y analizan propuestas didácticas que han hecho uso del cine como recurso para explicar la Segunda Guerra Mundial<br /><br />,Ciencia
"Physiotherapy Intervention Plan: A Case of Stiffness of the Hand, Secondary to a Type III A Open Fracture of the Radius and Ulna and Associated Ulnar Nerve Involvement.","Introducción. Las fracturas abiertas causadas por aplastamientos suelen conllevar la lesión de múltiples estructuras, entre ellas la lesión nerviosa. La rigidez postraumática es una de las complicaciones más habituales tras este tipo de traumatismo. El tratamiento inicial suele ser quirúrgico para la fijación de los huesos fracturados. La recuperación mediante el tratamiento de fisioterapia, cuando existen diversas lesiones asociadas, suele ser lento y costoso. En la rigidez articular la movilización precoz es la mejor medida de prevención. Objetivo. Desarrollar un plan de intervención fisioterápica basado en la evidencia científica para el tratamiento de una fractura abierta de cúbito y radio con lesión de partes blandas y estructuras nerviosas y de las complicaciones derivadas. Metodología. Estudio intrasujeto, experimental, prospectivo y longitudinal, acerca del caso de un paciente de 45 años que sufre un accidente laboral con aplastamiento que provoca una fractura abierta de cúbito y radio además de lesión nerviosa y de partes blandes. Se desarrolla un tratamiento dividido en dos fases para el tratamiento de las lesiones producidas y de las complicaciones derivadas, siendo la rigidez traumática la principal. La primera fase se centra en el alivio sintomático y en el tratamiento de la hipomovilidad articular y de la alteración motora de la inervación muscular. La segunda continúa con el tratamiento de la primera fase y añade la recuperación de la fuerza muscular y la sensibilidad. Desarrollo. Se evidencian mejoras a nivel del rango articular, de la función nerviosa y de la fuerza muscular. La evolución se ha visto enlentecida por la escasa velocidad con la que avanza la recuperación tras la axonotmesis. Conclusiones. La intervención fisioterápica ha resultado satisfactoria en la ganancia de amplitud articular y fuerza muscular y en la recuperación de la función nerviosa, favoreciendo la funcionalidad de la extremidad.<br />",Salud
Efectos de la práctica deportiva del judo sobre el equilibrio,"El objetivo que plantea este estudio es la realización de una comparación del rendimiento postural entre un grupo de judocas (n=9) frente a otro grupo compuesto por sujetos físicamente activos (n=13). Para ello se ha utilizado la plataforma de presiones, con el propósito de registrar las oscilaciones del centro de presiones durante varias pruebas de equilibrio estático con diferentes condicionantes sensoriales. Tras la recogida y análisis estadístico de los datos, no se han determinado diferencias significativas en el control postural entre ambos grupos.No obstante, en base a la bibliografía analizada, podrían haberse obtenido tales diferencias con una muestra más amplia y/o mejor seleccionada.",Ciencia
Toolkits for the Development of Hybrid  Games: from Tangible Tabletops to Interactive Spaces,<br />,Ingenieria
Efecto de diferentes niveles de fitasa microbiana en dos diferentes dietas una a base de trigo y la otra a base de centeno en presencia o no de fitasa endógena,"El objetivo del estudio fue evaluar el uso de dos niveles de fitasa microbiana en dos tipos de dieta que variaban en el cereal empleado sobre los parámetros productivos y valores energéticos, retención, excreción e ingesta de los minerales. Se realizaron dos experimentos, ambos con el mismo diseño experimental pero distintos en el cereal de base de las dietas. En el primer ensayo se utilizó centeno y en el segundo se empleó trigo. Se utilizaron en cada ensayo, doscientos ochenta y ocho pollos machos de la estirpe Ross 308. Los pollitos se asignaron a 48 jaulas ubicadas en dos baterías Petersime, con nido con calentamiento eléctrico, y cada réplica consistió en 6 animales. En ambos ensayos se evaluaron ocho tratamientos experimentales replicados seis veces y asignados por bloques al azar. Se utilizaron cuatro tipos de dietas diferentes, según el tipo de cereal utilizado (tratado o no tratado por autoclave) y dos niveles de fósforo inorgánico (0.45% o 0.27%) y con la adición o no de dos niveles de fitasa microbiana (0, 500 y 5000 U/kg) a las dietas bajas en fósforo. Se incluyó 0,5% de óxido de titanio (TiO2) en las dietas de los dos ensayos como marcador de digestibilidad. Se analizaron los efectos de los distintos tratamientos, incluyendo las dietas con nivel alto de P mediante un conjunto de contrastes lineales, y se evaluó asimismo el efecto de la fitasa sobre la dieta con bajo nivel de fósforo y el tratamiento con autoclave, con un ensayo factorial 2 x 3. En el experimento 1, el tratamiento por autoclave el cereal mejoró la respuesta productiva de las aves, pero empeorando el índice de conversión y se observó una disminución de la viscosidad intestinal, y. La reducción de la concentración del P en las dietas empeoró el índice de conversión en las dietas sin tratamiento de autoclave. No se observaron interacciones significativas entre el nivel de fitasa y el tratamiento con autoclave. La adición de fitasa aumentó la ganancia de peso y el consumo de pienso de forma dosis dependiente. El tratamiento del centeno por autoclave mejoró los valores de la energía metabolizable, sin afectar la digestibilidad de la proteína, mientras que la adición de la fitasa microbiana no tuvo efecto tanto en los valores de la energía como la digestibilidad de la proteína. La reducción de nivel de P en las dietas redujo la concentración plasmática del Ca y el P y no afectó los valores del Fe y Zn, mientras que redujo la concentración de cenizas de los dedos. Por otra parte, el tratamiento por autoclave mejoró la concentración plasmática de Ca, pero redujo la del P y también redujo los valores de cenizas de los dedos. Sin embargo, la fitasa microbiana aumentó los valores de las cenizas y la concentración plasmática de P. Asimismo se observaron interacciones significativas entre los factores evaluados, en cuanto la concentración plasmática de P, Fe y el porcentaje de las cenizas. La disminución del nivel de P en las dietas redujo la excreción del fósforo y el calcio y aumento la retención de estos dosminerales. La autoclave no tuvo efecto sobre la excreción de los dos minerales, mientras que aumentó la retención de Ca. Sin embargo, la adición de la fitasa microbiana mejoró la retención de Ca y redujo su excreción. Al disminuir el nivel de P en las dietas se redujo la ingesta del Ca y P. El tratamiento del centeno con autoclave aumentó la ingesta de los minerales, mientras la adición de la fitasa aumento la ingesta de P sin afectar la del Ca. Se observó interacción significativa entre la fitasa y el tratamiento por autoclave del centeno en cuanto la ingesta de Fe.  En el experimento 2, la reducción del P y el tratamiento por autoclave del trigo empeoraron los parámetros productivos. La autoclave aumentó la viscosidad intestinal. La adición de la fitasa microbiana produjo mejoras en los parámetros productivos sin afectar la viscosidad intestinal. Referente a la energía, el tratamiento del trigo por autoclave mejoró los valores de EMAn sin afectar la digestibilidad de la proteína, mientras que la fitasa microbiana mejoró los valores de EMA y EMAn y también aumentó la digestibilidad de la proteína. Tratar el trigo por autoclave, tuvo un efecto positivo sobre la concentración plasmática de P sin afectar la del Ca, y se obtuvo el efecto contrario cuando se redujo el nivel de P en las dietas, bajando la concentración plasmática del P. La adición de fitasa exógena aumentó el fósforo plasmático sobre todo con dosis altas. Referente a las cenizas, sus concentraciones se redujeron cuando se disminuyó el nivel de P en las dietas y se aumentó con la adición de la fitasa microbiana, mientras que la autoclave no tuvo efecto sobre sus valores. Las dietas deficientes en PNP, tendieron a bajar la excreción del P y Ca y aumentaron sus retenciones. La retención de P aumentó con la adición de la fitasa microbiana, mientras que su excreción no se afectó ni por el tratamiento por autoclave ni por la adición de fitasa. Los dos factores (fitasa, autoclave) tuvieron efectos negativos sobre la retención del Ca. Además, se observó una interacción significativa entre la fitasa y el tratamiento de trigo por autoclave en cuanto a la excreción de Fe. La disminución del nivel de PNP en las dietas, conllevó una reducción de la ingesta de P y Ca. Esta reducción de la ingesta de P se vio mejorada por el tratamiento por autoclave y la fitasa microbiana, mientras que se obtuvo el efecto contrario con la ingesta de Ca. Se observaron interacciones entre la fitasa y el tratamiento de trigo por autoclave en cuanto la ingesta de Zn y Fe. En general, no se observaron efectos debido a la presencia o no de fitasa endógena de centeno y trigo.",Ciencia
Neoplasias quísticas de páncreas,Revisión bibliográfica acerca de las neoplasias quísticas de páncreas.,Salud
"Un algoritmo consistente para la simulación de flujos multifásicos, y su aplicación a lechos fluidos","El trabajo de investigación presentado en esta Tesis es el desarrollo y validación de una metodología completa para la descripción euleriana del flujo multifásico gas-sólido reactivo en lechos fluidos; el modelo permite tratar un número arbitrario de fases sólidas cuyo tamaño puede evolucionar con el tiempo.  La implementación del modelo ha requerido para una resolución precisa y consistente del flujo multifásico el desarrollo de nuevas técnicas numéricas y de nueva algoritmia. El algoritmo numérico desarrollado en esta Tesis se ha implementado utilizando librerías de software libre. Las leyes de conservación que rigen el flujo gas-sólidos se resuelven utilizando la plataforma de Fluidodinámica Computacional OpenFOAM y el tratamiento de los sistemas químicos de reacción homogénea se realiza mediante la suite Cantera.  El método de resolución desarrollado en esta Tesis se basa en el método conocido como IPSA (Inter-Phase Slip Algorithm) propuesto originalmente para mallas decaladas por Spalding. El algoritmo para la resolución de las ecuaciones de conservación se ha implementado utilizando como base OpenFOAM, que utiliza mallas colocalizadas. En esta Tesis, para la adaptación del método a este tipo de mallas, se ha propuesto una extensión consistente de la técnica de Interpolación del Momento (CMIm) para la discretización de las ecuaciones eulerianas-eulerianas que gobiernan los flujos multifásicos transitorios. El nuevo procedimiento evita algunas de las deficiencias presentes en la formulación estándar usada habitualmente, que es una simple extensión del algoritmo para flujo monofásico. Se ha comparado el comportamiento de ambas técnicas en un caso de prueba: el transporte neumático tras un codo en ángulo recto. Los resultados revelan que CIPSA, el algoritmo consistente y conservativo propuesto, impide la aparición de oscilaciones espaciales espurias en el campo de presión, y evita que la solución de flujos estacionarios dependa del tamaño del paso temporal utilizado en su resolución transitoria. El modelo fluidodinámico (sin reacción química) desarrollado se ha validado mediante la simulación de un lecho fluido burbujeante formado por partículas de tipo Geldart D. Las predicciones del código presentan una buena concordancia con los datos experimentales disponibles. Los resultados obtenidos muestran la capacidad del método propuesto para reproducir el complejo régimen de burbujeo/slugging que se produce.  El estudio del comportamiento del modelo completo para flujo multifásico y reactivo se ha llevado a cabo mediante la simulación de un gasificador de carbón en lecho fluido burbujeante. Los resultados de las simulaciones obtenidas se han comparado con los de otras simulaciones disponibles en la literatura. La concentración de las especies químicas a su salida obtenidos en la simulación muestran un buen grado de acuerdo con los resultados experimentales.  En la simulación del gasificador, el carbón y la caliza se modelan como fases separadas, lo que ha permitido predecir su segregación en el lecho, y cuantificarla en distintas condiciones. Además el modelo desarrollado ha permitido evaluar el efecto de la polidispersión del tamaño de la partícula reactiva de carbón en el gasificador. Se han observado diferencias significativas en la altura del lecho, en la segregación entre las fases y en la distribución de las zonas de reacción.  En conclusión el modelo presentado en esta Tesis es el más completo, de su tipo, que se ha encontrado en la bibliografía. El algoritmo consistente, implementado usando herramientas de software libre, permite por su diseño modular el acoplar fácilmente nuevos modelos (o adaptar los existentes) para tratar otros tipos de material inerte o reactivo, y su aplicación a la simulación numérica de otras tecnologías de flujo multifásico.",Ciencia
Effect of addition of fish concentrates on the physical and technological properties of pasta,"En el presente trabajo se estudió el efecto de la incorporación de concentrados de pescado sobre la calidad de pastas alimenticias con el objetivo de evaluar su viabilidad tecnológica y comercial. A tales efectos, se analizaron dos formulaciones de pasta suplementadas con concentrados de pescado (D. labrax) tanto secas como frescas, en las cuales también se ensayó el uso o no de un antioxidante natural (R. officinalis). Con el fin de realizar una comparación y establecer la influencia de la adición de pescado sobre las pastas, se analizaron dos formulaciones análogas de pasta estándar (trigo duro y espelta). En primer lugar, se estimaron los tiempos de cocción óptimos para todas las pastas consideradas. A continuación, se realizaron en todas las pastas, previamente sometidas a sus tiempos de cocción óptimos, evaluaciones instrumentales del color, un análisis de perfil de textura y la determinación de propiedades de calidad tecnológica de interés. Los hallazgos obtenidos en el estudio indicaron que las pastas con pescado mostraron una disminución en la mayoría de sus propiedades texturales, a excepción de la adhesividad que fue notablemente más elevada con respecto a las pastas tradicionales. La adición de pescado también provocó ligeros cambios en el color de la pasta, aunque poco relevantes desde el punto de vista comercial. En cuanto a la calidad tecnológica de las pastas, se vio moderadamente afectada como consecuencia de la adición de pescado, presentando unas mayores pérdidas por cocción y menores ganancias en peso e hidratación. A pesar del efecto del concentrado de pescado sobre las propiedades físicas y tecnológicas, la pasta con pescado supone una buena alternativa para ofrecer un alimento con un perfil nutricional mejorado con una baja repercusión en la calidad del producto.<br /><br />",Ciencia
Pistachio oil as a high quality product,"El pistacho (Pistachia vera L.) se consume preferentemente como fruto seco. Sin embargo, contiene una elevada cantidad de ácidos grasos monoinsaturados como el ácido oleico y de ácidos grasos poliinsaturados como el ácido linoleico, que lo convierten en una materia prima con aptitud para la producción de un aceite de consumo de elevada calidad nutricional. En el presente Trabajo Fin de Grado se recopila la información bibliográfica que comprende desde el propio cultivo del pistacho, la recolección y el procesado post-cosecha del pistacho, hasta las distintas técnicas empleadas para la extracción del aceite de pistacho y su composición química, justificando la producción de este aceite de consumo de alto valor económico. También se recoge información de carácter comercial relacionada con los distintos usos del aceite de pistacho (gastronómicos, cosméticos entre otros), así como una recopilación de algunos de los aceites de pistachos que existen actualmente en el mercado internacional.",Ciencia
Educational guidance: intervention´s extent and scenarios,"En este trabajo final del máster de formación al profesorado en secundaria, en la especialidad de orientación, se presentan de forma integrada algunos de los conocimientos adquiridos durante la elaboración del mismo y el desarrollo del máster. A partir de un trabajo exhaustivo de documentación, se muestra una fundamentación teórica sobre la orientación educativa en España. Se incluye una definición de ésta, los principios que la sustentan, los modelos de atención que existen, las funciones que tiene la orientación y que el orientador puede desempeñar, los niveles de actuación posibles, datos de legislación relacionada con la orientación y, por último, las áreas o ámbitos de intervención en las que se desarrolla la labor del orientador. La segunda parte del trabajo se sustenta en dos actividades (adjuntadas como anexos), que elaboré durante el máster: un programa de prevención en trastornos de conducta alimentaria en un instituto y un caso práctico de intervención con un alumno escolarizado en educación especial, que presenta trastorno del espectro autista, discapacidad intelectual grave y problemas de conducta asociados. En esta segunda parte, se realiza una reflexión sobre las actividades mencionadas, analizándolas y relacionándolas con los aspectos teóricos de la orientación educativa de la primera parte. Es decir, se definen y fundamentan teóricamente las actividades, realizándose también un análisis sobre sus aspectos de mejora. Conforme se avanza en la lectura del trabajo se realiza una reflexión sobre la amplitud de actuaciones y escenarios en los que se puede encontrar hoy en día un orientador educativo. Por otro lado, se aportan datos y referencias que justifican la importancia de la labor orientadora a lo largo de la vida de cualquier alumno y más concretamente para casos como los que se presentan en las actividades.",Humanidades
Docencia y Motivación,"Este trabajo final de Máster pretende analizar la labor docente actual a través de las prácticas realizadas, considerando indispensable la motivación en el profesorado para alcanzar los nuevos retos profesionales.",Humanidades
Dorothea Tanning (1910-2012) : The surrealism of a multidimensional woman.,"El presente Trabajo de fin de grado se centra en la reivindicación de la mujer como artista creadora que tan al margen se ha encontrado a lo largo de la historia del arte. En concreto en la artista americana Dorothea Tanning (1910, Gallesburg, Illinois - 2012, Nueva York) y en sus pinturas atribuidas al movimiento surrealista. <br />",Artes
"Geometría y cinemática de pliegues y cabalgamientos en el entorno de Aragüés del Puerto (Sierras Interiores, Pirineos centrales)","En este trabajo se estudia la geometría y cinemática de los pliegues y cabalgamientos del valle del Osia (Sierras Interiores, Pirineos centrales). El sistema imbricado de Larra está compuesto por cinco cabalgamiento orientados WNW-ESE, que actualmente están plegados y basculados al sur. Los resultados del análisis cinemático de estrías y estructuras S-C observadas en los planos de cabalgamiento, así como las líneas de cutoff de los contactos estratigráficos con los planos de cabalgamiento indican una dirección de transporte de los cabalgamientos hacia el SSW. En los materiales turbidíticos de la Cuenca de Jaca se observan a escala de afloramiento pliegues vergentes al sur y foliación de plano axial buzando al norte. Los pliegues tienen orientación media N100ºE e indican una dirección de transporte hacia el SSW, igual que la dirección de transporte del sistema de Larra. El estudio de las geometrías de los pliegues ha permitido caracterizar tres tipos principales de pliegues en las turbiditas, de tipo I II y III, a los cuales se les asocian distintas geometrías y distintos mecanismos cinemáticos de plegamiento. En el dominio de los pliegues tipo III también encontramos estructuras dúplex y cabalgamientos que duplican capas en los pliegues. Minoritariamente se observan estructuras en dúplex basculadas y pliegues postesquistosos que plegaban la foliación anterior. Los resultados sugieren dos etapas principales de deformación. La primera da lugar la formación y emplazamiento del sistema de Larra y a duplex y luego pliegues con foliación en las turbiditas del Grupo Hecho. La segunda produce el plegamiento y basculamiento hacia el sur del sistema de cabalgamientos de Larra debido al emplazamiento del cabalgamiento basal de Gavarnie y tiene asociada en las turbiditas la formación de pliegues post-esquistosos y fallas inversas que cortan y modifican las geometrías de los pliegues sinesquistosos anteriores.",Ciencia
Update of the treatment of ventricular arrhythmias in the dog,"Existen una gran cantidad de arritmias ventriculares en el perro y una gran diversidad de fármacos antiarrítmicos distintos, lo cual hace que el tratamiento sea muy complicado. Además, muchos de los utilizados en veterinaria no se comercializan ya o encontrarlos es difícil, complicando más la situación, por lo que se utilizan algunos más conocidos en medicina humana, ya que son de más fácil acceso. Estos aspectos son lo que trataremos en este trabajo.<br /><br />",Salud
La cautividad lícita en Aragón y Castilla en la Baja Edad Media. Una aproximación desde la Historia del Derecho,"El notable poder del que hace gala el concepto de Derecho en la sociedad occidental hunde sus raíces en el desarrollo de las disciplinas jurídicas de la Antigüedad, pero para poder alcanzar su posición de preeminencia actual fue igualmente importante el proceso de desarrollo que siguió a lo largo de la Edad Media. Durante el periodo medieval, Derecho, tradición y religión conformaban una única realidad que conformaba el marco ideológico imperante en el paradigma sociopolítico del momento. El estudio de este marco ideológico abstracto puede resultar de difícil comprensión, pero su dominio facilita el entendimiento de las realidades del periodo, que resultarían difícilmente comprensibles sin una aproximación adecuada al modo de pensar de los integrantes de la sociedad medieval. Una de estas realidades es la de los cautivos de guerra, cuyo tratamiento ha sufrido una evolución palpable desde la Antigüedad hasta nuestros días. A través del análisis de la ideología medieval, las siguientes páginas intentarán acercarnos a esta realidad para poder comprender en profundidad los pormenores de este fenómeno y los motivos tras el trato dispensado a los cautivos, así como ofrecer una breve comparación con la situación de los individuos que actualmente se encuentran en las mismas circunstancias.",Ciencia
Reinventando a Kodály. La música como lenguaje multicultural en EEUU,"El Método Kodály, desarrollado por el compositor y musicólogo húngaro Zoltán Kodály, defiende el aprendizaje instintivo de la música a través del canto desde la infancia. Los altos niveles de alfabetización musical que estaba consiguiendo en Hungría en la primera mitad del siglo XX y la crisis que estaba sufriendo la educación musical en las escuelas de Estados Unidos, llevaron a educadores americanos a buscar en el Método Kodály una justificación de la importancia de la música en la escuela y una mejora en la calidad de su enseñanza. Desde la introducción del Método Kodály en Estados Unidos por la maestra M.H.Richards, hasta la elaboración de un curriculum basado en dicho método, utilizado hoy en día por muchas de las escuelas americanas, se crean diversas organizaciones dedicadas a la formación de nuevos educadores y se suceden numerosos Congresos y Conferencias que favorecen su difusión. Mi estancia en Oklahoma, guiada por un profesor miembro de una de las organizaciones de educadores Kodály, me permitió adentrarme durante cuatro meses en el conocimiento de las adaptaciones llevadas a cabo sobre el Método Kodály para su uso en Estados Unidos, así como en la observación de su práctica en el aula.",Artes
The sensitivity to disabilities in preferred and non-preferred centers,"Este Trabajo Fin de Máster consiste en un trabajo de iniciación a la investigación en el que se analiza la sensibilidad a la discapacidad en alumnos y alumnas de 4º ESO escolarizados/as en el IES El Picarral y el IES Jerónimo Zurita, centros de atención preferente y no preferente respectivamente ubicados en Zaragoza. El objetivo es conocer el conjunto de conocimientos, pensamientos, ideas y actitudes que los alumnos y alumnas tienen sobre la discapacidad y aspectos relacionados con la misma. Así mismo, comprobar si existen diferencias al analizar los resultados entre un centro y otro.<br />",Humanidades
The personal development of the teachers in XXIst century,"El trabajo de Fin de Máster que se presenta pretende ser un documento reflexivo sobre los aspectos esenciales de la profesión docente, fruto de un proceso analítico y crítico de la experiencia vivida en el Máster de Profesorado. Además, como marco teórico se exponen los tres pilares básicos de la labor docente: la metodología investigación-acción, la curación de contenidos y la educación emocional en el profesorado. A continuación, se encuentra la justificación de los proyectos elegidos para conformar este trabajo junto con su reflexión crítica. Para finalizar, aparece un apartado de conclusiones y propuestas de futuro.",Artes
